TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;MESA;CENSO;CENSO_ESCR_CERA;CENSO_CERE_ESCR;VOTOS_CERE;VOTOS_1AVANCE;VOTOS_2AVANCE;VOTOS_BLANCO;VOTOS_NULOS;VOTOS_CAND;REFR_SI;REFR_NO;DATOS_OFICIALES
4;2015;5;1;8;47;186;10;19;A;521;521;4;0;176;256;5;5;311;0;0;S
4;2015;5;1;8;47;186;10;19;B;506;506;0;0;190;260;0;5;323;0;0;S
4;2015;5;1;8;47;186;10;20;U;815;815;1;0;359;479;10;5;600;0;0;S
4;2015;5;1;8;47;186;10;21;A;480;480;1;0;198;272;8;4;334;0;0;S
4;2015;5;1;8;47;186;10;21;B;526;526;1;0;201;269;9;3;359;0;0;S
4;2015;5;1;8;47;186;10;22;A;491;491;0;0;146;225;3;2;288;0;0;S
4;2015;5;1;8;47;186;10;22;B;539;539;0;0;149;235;6;10;301;0;0;S
4;2015;5;1;8;47;186;10;24;A;670;670;3;0;251;346;12;2;443;0;0;S
4;2015;5;1;8;47;186;10;24;B;672;672;1;0;228;335;6;2;453;0;0;S
4;2015;5;1;8;47;186;10;25;U;672;672;0;0;265;367;3;3;427;0;0;S
4;2015;5;1;8;47;186;10;26;U;870;870;5;0;274;414;7;10;548;0;0;S
4;2015;5;1;8;47;186;10;27;A;444;444;0;0;147;222;8;3;278;0;0;S
4;2015;5;1;8;47;186;10;27;B;449;449;3;0;160;215;5;0;283;0;0;S
4;2015;5;1;8;47;186;10;28;U;796;796;2;0;296;442;7;10;563;0;0;S
4;2015;5;1;8;47;186;10;29;A;740;740;1;0;248;380;8;4;505;0;0;S
4;2015;5;1;8;47;186;10;29;B;762;762;2;0;251;398;10;1;533;0;0;S
4;2015;5;1;8;47;186;10;30;A;639;639;2;0;214;332;4;3;464;0;0;S
4;2015;5;1;8;47;186;10;30;B;632;632;0;0;170;287;11;4;419;0;0;S
4;2015;5;1;8;47;186;10;31;U;640;640;0;0;176;276;0;4;329;0;0;S
4;2015;5;1;8;47;186;10;32;U;712;712;0;0;236;358;11;6;491;0;0;S
4;2015;5;1;8;47;186;10;33;A;555;555;3;0;189;296;7;4;375;0;0;S
4;2015;5;1;8;47;186;10;33;B;577;577;3;0;179;288;10;4;365;0;0;S
4;2015;5;1;8;47;186;10;34;A;495;495;2;0;210;279;3;2;371;0;0;S
4;2015;5;1;9;8;19;5;87;U;1156;1156;20;0;368;539;8;7;715;0;0;S
4;2015;5;1;9;8;19;5;88;A;696;696;14;0;231;325;6;0;438;0;0;S
4;2015;5;1;9;8;19;5;88;B;610;610;9;0;203;282;4;2;389;0;0;S
4;2015;5;1;9;8;19;5;89;U;1277;1277;24;0;424;677;5;4;841;0;0;S
4;2015;5;1;9;8;19;5;90;A;714;714;18;0;222;327;4;3;429;0;0;S
4;2015;5;1;9;8;19;5;90;B;613;613;16;0;198;321;8;1;412;0;0;S
4;2015;5;1;9;8;19;5;91;U;1146;1146;38;0;323;514;8;4;723;0;0;S
4;2015;5;1;9;8;19;5;92;U;1131;1131;28;0;346;565;7;3;693;0;0;S
4;2015;5;1;9;8;19;5;93;U;837;837;15;0;272;414;13;1;556;0;0;S
4;2015;5;1;9;8;19;5;94;A;963;963;15;0;339;510;7;1;658;0;0;S
4;2015;5;1;9;8;19;5;94;B;928;928;12;0;327;468;4;4;623;0;0;S
4;2015;5;1;9;8;19;5;95;U;1169;1169;20;0;41;582;3;2;780;0;0;S
4;2015;5;1;9;8;19;5;96;U;796;796;13;0;260;361;7;2;511;0;0;S
4;2015;5;1;9;8;19;5;97;U;1140;1140;29;0;378;546;7;3;737;0;0;S
4;2015;5;1;9;8;19;5;98;U;1092;1092;29;0;365;541;5;3;706;0;0;S
4;2015;5;1;9;8;19;6;1;U;759;759;21;0;264;354;1;0;470;0;0;S
4;2015;5;1;9;8;19;6;2;U;1067;1067;28;0;369;509;8;3;659;0;0;S
4;2015;5;1;9;8;19;6;3;A;862;862;26;0;289;394;4;3;528;0;0;S
4;2015;5;1;9;8;19;6;3;B;822;822;13;0;261;363;2;2;525;0;0;S
4;2015;5;1;9;8;19;6;4;U;1076;1077;23;0;445;595;6;8;690;0;0;S
4;2015;5;1;9;8;19;6;6;U;763;763;15;0;274;392;3;1;523;0;0;S
4;2015;5;1;9;8;19;6;7;A;750;750;12;0;232;336;6;2;437;0;0;S
4;2015;5;1;9;8;19;6;7;B;611;611;13;0;198;281;3;1;370;0;0;S
4;2015;5;1;9;8;19;6;8;A;712;712;17;0;246;350;9;2;428;0;0;S
4;2015;5;1;9;8;19;6;8;B;672;672;12;0;241;342;7;2;400;0;0;S
4;2015;5;1;9;8;19;6;9;U;874;874;20;0;268;433;9;0;557;0;0;S
4;2015;5;1;9;8;19;6;10;U;800;800;9;0;313;428;0;2;549;0;0;S
4;2015;5;1;9;8;19;6;11;U;988;988;12;0;380;521;5;4;651;0;0;S
4;2015;5;1;9;8;19;6;12;U;853;853;25;0;308;437;6;2;581;0;0;S
4;2015;5;1;9;8;19;6;13;A;664;664;24;0;227;303;1;0;400;0;0;S
4;2015;5;1;8;37;32;1;1;U;545;545;3;0;230;312;6;17;367;0;0;S
4;2015;5;1;8;37;35;1;1;U;204;204;7;0;89;142;0;3;167;0;0;S
4;2015;5;1;8;37;38;1;1;U;795;795;2;0;316;517;14;24;593;0;0;S
4;2015;5;1;8;37;39;1;1;U;303;303;0;0;143;195;6;2;224;0;0;S
4;2015;5;1;8;37;40;1;1;U;395;395;0;0;198;266;5;9;314;0;0;S
4;2015;5;1;8;37;44;1;1;U;468;468;0;0;253;335;8;8;402;0;0;S
4;2015;5;1;8;37;46;1;1;U;548;548;0;0;212;290;4;3;359;0;0;S
4;2015;5;1;8;37;46;1;2;U;883;883;2;0;350;485;5;6;577;0;0;S
4;2015;5;1;8;37;46;1;3;U;726;726;2;0;237;340;4;7;411;0;0;S
4;2015;5;1;8;37;46;2;1;U;901;900;1;0;319;442;11;14;578;0;0;S
4;2015;5;1;8;37;46;2;2;A;531;531;3;0;191;258;11;13;300;0;0;S
4;2015;5;1;8;37;46;2;2;B;485;485;5;0;190;262;8;10;303;0;0;S
4;2015;5;1;8;37;46;3;1;U;904;904;3;0;351;472;9;9;575;0;0;S
4;2015;5;1;8;37;46;3;2;A;555;555;4;0;206;269;4;15;318;0;0;S
4;2015;5;1;8;37;46;3;2;B;536;534;2;0;210;272;3;15;324;0;0;S
4;2015;5;1;8;37;46;3;3;A;615;615;1;0;218;302;12;5;376;0;0;S
4;2015;5;1;8;37;46;3;3;B;601;601;3;0;209;286;8;10;382;0;0;S
4;2015;5;1;8;37;46;4;1;U;762;762;1;0;332;419;11;13;472;0;0;S
4;2015;5;1;8;37;46;4;2;U;915;915;3;0;277;445;14;38;544;0;0;S
4;2015;5;1;8;37;46;4;3;A;355;355;1;0;104;152;5;6;208;0;0;S
4;2015;5;1;8;37;46;4;3;B;40;40;1;0;19;22;0;3;27;0;0;S
4;2015;5;1;8;47;186;11;34;B;657;657;1;0;224;332;9;2;437;0;0;S
4;2015;5;1;8;47;186;11;35;A;546;546;1;0;212;301;5;0;410;0;0;S
4;2015;5;1;8;47;186;11;35;B;566;566;2;0;181;297;5;5;402;0;0;S
4;2015;5;1;8;47;186;11;36;A;788;788;3;0;284;407;12;6;534;0;0;S
4;2015;5;1;8;47;186;11;36;B;823;823;0;0;268;493;15;4;593;0;0;S
4;2015;5;1;8;47;186;11;37;A;626;626;2;0;223;340;10;3;430;0;0;S
4;2015;5;1;8;47;186;11;37;B;647;647;5;0;200;332;9;5;437;0;0;S
4;2015;5;1;8;47;186;11;38;A;759;759;1;0;260;409;22;6;533;0;0;S
4;2015;5;1;8;47;186;11;38;B;770;770;1;0;242;405;14;1;539;0;0;S
4;2015;5;1;8;47;186;11;39;A;599;599;3;0;189;329;14;3;427;0;0;S
4;2015;5;1;8;47;186;11;39;B;573;573;1;0;190;307;15;10;411;0;0;S
4;2015;5;1;8;47;186;11;40;U;854;854;3;0;280;435;17;9;595;0;0;S
4;2015;5;1;8;47;186;11;41;A;422;422;1;0;121;206;16;3;279;0;0;S
4;2015;5;1;8;47;186;11;41;B;485;485;3;0;155;226;15;2;322;0;0;S
4;2015;5;1;8;47;186;11;42;A;472;472;1;0;140;220;6;3;297;0;0;S
4;2015;5;1;8;47;186;11;42;B;483;483;2;0;154;233;7;3;298;0;0;S
4;2015;5;1;8;47;186;11;43;A;488;488;4;0;188;275;4;3;352;0;0;S
4;2015;5;1;8;47;186;11;43;B;477;477;2;0;188;271;7;4;342;0;0;S
4;2015;5;1;8;47;186;12;1;U;849;849;6;0;265;429;16;6;547;0;0;S
4;2015;5;1;8;47;186;12;2;U;768;768;2;0;280;429;9;8;523;0;0;S
4;2015;5;1;8;47;186;12;3;A;461;461;2;0;128;210;3;3;261;0;0;S
4;2015;5;1;8;47;186;12;3;B;460;460;2;0;116;194;4;3;251;0;0;S
4;2015;5;1;8;47;186;12;4;A;576;576;0;0;202;337;9;8;438;0;0;S
4;2015;5;1;8;47;186;12;4;B;568;568;1;0;207;304;7;2;420;0;0;S
4;2015;5;1;8;47;193;1;1;A;793;793;4;0;320;463;18;17;556;0;0;S
4;2015;5;1;8;47;193;1;1;B;792;792;6;0;299;469;19;26;575;0;0;S
4;2015;5;1;8;47;194;1;1;U;309;309;3;0;136;204;3;12;229;0;0;S
4;2015;5;1;8;47;195;1;1;U;466;466;0;0;156;251;18;12;289;0;0;S
4;2015;5;1;8;47;197;1;1;A;465;465;2;0;202;323;12;6;372;0;0;S
4;2015;5;1;8;47;197;1;1;B;444;444;2;0;195;299;3;12;356;0;0;S
4;2015;5;1;8;47;204;1;1;U;269;269;2;0;121;196;0;4;223;0;0;S
4;2015;5;1;8;47;205;1;1;U;398;398;5;0;138;228;11;9;255;0;0;S
4;2015;5;1;8;47;207;1;1;U;300;300;9;0;102;183;6;10;209;0;0;S
4;2015;5;1;8;47;210;1;1;U;377;377;1;0;172;255;5;8;315;0;0;S
4;2015;5;1;8;47;212;1;1;U;381;380;1;0;162;232;16;15;254;0;0;S
4;2015;5;1;8;47;214;1;1;A;748;748;2;0;352;500;5;29;594;0;0;S
4;2015;5;1;8;47;214;1;1;B;715;715;12;0;302;439;8;25;548;0;0;S
4;2015;5;1;8;47;217;1;1;A;595;595;4;0;197;299;4;11;382;0;0;S
4;2015;5;1;8;47;217;1;1;B;662;668;5;0;217;335;14;9;431;0;0;S
4;2015;5;1;8;47;217;1;1;C;653;653;4;0;254;344;11;15;429;0;0;S
4;2015;5;1;8;47;218;1;1;A;478;478;2;0;196;282;9;6;331;0;0;S
4;2015;5;1;8;47;218;1;1;B;522;522;0;0;220;302;7;15;344;0;0;S
4;2015;5;1;9;8;19;2;54;B;602;602;10;0;221;290;3;2;364;0;0;S
4;2015;5;1;9;8;19;2;55;A;650;650;23;0;206;310;4;0;414;0;0;S
4;2015;5;1;9;8;19;2;55;B;708;708;14;0;243;330;6;2;451;0;0;S
4;2015;5;1;9;8;19;2;56;U;1082;1082;45;0;363;478;11;2;645;0;0;S
4;2015;5;1;9;8;19;2;57;U;922;922;21;0;321;469;7;2;619;0;0;S
4;2015;5;1;9;8;19;2;58;U;1048;1048;22;0;347;539;11;7;665;0;0;S
4;2015;5;1;9;8;19;2;59;A;614;614;24;0;196;281;4;4;386;0;0;S
4;2015;5;1;9;8;19;2;59;B;624;624;16;0;217;313;3;3;403;0;0;S
4;2015;5;1;9;8;19;2;60;A;552;552;13;0;188;272;5;0;344;0;0;S
4;2015;5;1;9;8;19;2;60;B;662;662;13;0;238;346;5;2;441;0;0;S
4;2015;5;1;9;8;19;2;61;U;915;915;30;0;312;453;4;3;580;0;0;S
4;2015;5;1;9;8;19;2;62;U;1086;1086;36;0;387;546;11;5;711;0;0;S
4;2015;5;1;9;8;19;2;63;U;886;886;25;0;323;484;6;3;599;0;0;S
4;2015;5;1;9;8;19;2;64;U;989;989;24;0;349;538;9;0;679;0;0;S
4;2015;5;1;9;8;19;2;65;A;679;679;37;0;225;319;5;2;435;0;0;S
4;2015;5;1;9;8;19;2;65;B;619;619;25;0;201;295;2;2;374;0;0;S
4;2015;5;1;9;8;19;2;66;A;738;738;23;0;252;358;1;5;478;0;0;S
4;2015;5;1;9;8;19;2;66;B;647;647;12;0;210;309;5;0;406;0;0;S
4;2015;5;1;9;8;19;2;67;U;1144;1144;49;0;346;587;12;6;723;0;0;S
4;2015;5;1;9;8;19;2;68;U;1182;1182;41;0;312;489;8;3;736;0;0;S
4;2015;5;1;9;8;19;2;69;U;985;985;29;0;346;510;4;5;658;0;0;S
4;2015;5;1;9;8;19;2;70;U;939;939;25;0;326;482;6;1;646;0;0;S
4;2015;5;1;9;8;19;2;71;A;600;600;20;0;235;324;1;1;421;0;0;S
4;2015;5;1;9;8;19;2;71;B;665;665;17;0;252;360;1;1;486;0;0;S
4;2015;5;1;9;8;19;2;72;U;869;869;30;0;247;370;5;2;545;0;0;S
4;2015;5;1;9;8;19;2;73;U;1147;1147;53;0;329;531;6;2;726;0;0;S
4;2015;5;1;9;8;56;5;3;A;917;917;28;0;209;295;2;1;380;0;0;S
4;2015;5;1;9;8;56;5;3;B;977;977;39;0;236;322;9;3;424;0;0;S
4;2015;5;1;9;8;56;5;4;A;884;884;25;0;285;404;11;2;512;0;0;S
4;2015;5;1;9;8;56;5;4;B;961;961;15;0;285;413;11;2;555;0;0;S
4;2015;5;1;9;8;58;1;1;A;470;470;9;0;171;240;13;10;284;0;0;S
4;2015;5;1;9;8;58;1;1;B;633;633;3;0;204;261;13;4;313;0;0;S
4;2015;5;1;9;8;58;1;1;C;667;667;8;0;206;268;19;4;309;0;0;S
4;2015;5;1;9;8;59;1;1;U;342;342;3;0;112;177;7;4;222;0;0;S
4;2015;5;1;9;8;61;1;1;A;718;718;4;0;223;324;9;4;402;0;0;S
4;2015;5;1;9;8;61;1;1;B;793;793;6;0;258;398;14;2;485;0;0;S
4;2015;5;1;9;8;62;1;1;U;936;936;2;0;332;506;9;3;652;0;0;S
4;2015;5;1;9;8;63;1;1;U;448;448;2;0;192;284;29;8;316;0;0;S
4;2015;5;1;9;8;64;1;1;A;750;750;1;0;301;426;13;8;512;0;0;S
4;2015;5;1;9;8;64;1;1;B;497;497;1;0;171;245;4;5;303;0;0;S
4;2015;5;1;9;8;64;1;1;C;608;608;0;0;240;331;12;9;417;0;0;S
4;2015;5;1;9;8;65;1;1;U;1179;1179;6;0;443;654;61;34;739;0;0;S
4;2015;5;1;9;8;66;1;1;A;486;486;3;0;204;306;4;0;360;0;0;S
4;2015;5;1;9;8;66;1;1;B;550;550;1;0;168;249;3;4;319;0;0;S
4;2015;5;1;9;8;66;1;1;C;322;322;4;0;124;160;6;3;205;0;0;S
4;2015;5;1;9;8;67;1;1;A;637;637;1;0;343;360;9;6;427;0;0;S
4;2015;5;1;9;8;67;1;1;B;664;664;2;0;256;348;6;2;437;0;0;S
4;2015;5;1;9;8;67;1;2;A;527;527;1;0;183;254;4;2;318;0;0;S
4;2015;5;1;9;8;67;1;2;B;536;536;0;0;205;301;6;2;365;0;0;S
4;2015;5;1;9;8;67;1;3;A;616;616;4;0;178;283;4;4;374;0;0;S
4;2015;5;1;9;8;67;1;3;B;788;788;1;0;252;374;11;1;493;0;0;S
4;2015;5;1;9;8;67;1;4;A;743;743;1;0;242;342;7;5;425;0;0;S
4;2015;5;1;9;8;67;1;4;B;658;658;0;0;206;290;6;0;375;0;0;S
4;2015;5;1;9;8;67;1;4;C;558;558;0;0;181;266;8;5;337;0;0;S
4;2015;5;1;9;8;68;1;1;A;637;637;6;0;228;317;14;4;380;0;0;S
4;2015;5;1;9;8;68;1;1;B;631;631;2;0;228;316;8;9;392;0;0;S
4;2015;5;1;9;8;68;1;1;C;644;644;5;0;238;321;4;6;386;0;0;S
4;2015;5;1;9;8;68;1;2;A;742;742;6;0;251;347;5;5;425;0;0;S
4;2015;5;1;9;8;68;1;2;B;835;835;2;0;265;354;4;7;440;0;0;S
4;2015;5;1;9;8;68;1;3;U;782;782;5;0;242;322;11;1;407;0;0;S
4;2015;5;1;9;8;68;1;4;A;601;601;8;0;203;260;4;3;342;0;0;S
4;2015;5;1;9;8;68;1;4;B;669;669;9;0;204;281;5;4;370;0;0;S
4;2015;5;1;9;8;68;1;4;C;602;602;10;0;180;250;3;0;344;0;0;S
4;2015;5;1;9;8;68;1;5;U;638;638;8;0;171;244;1;1;319;0;0;S
4;2015;5;1;9;8;19;3;54;B;582;582;10;0;176;284;2;0;362;0;0;S
4;2015;5;1;9;8;19;3;55;U;1169;1169;16;0;350;526;7;6;668;0;0;S
4;2015;5;1;9;8;19;3;56;U;644;644;6;0;208;289;3;4;396;0;0;S
4;2015;5;1;9;8;19;3;57;U;1183;1183;13;0;395;574;3;3;720;0;0;S
4;2015;5;1;9;8;19;3;58;U;1044;1044;13;0;329;484;4;0;648;0;0;S
4;2015;5;1;9;8;19;3;59;U;907;907;7;0;287;423;5;3;552;0;0;S
4;2015;5;1;9;8;19;3;60;U;1075;1075;7;0;361;552;5;2;696;0;0;S
4;2015;5;1;9;8;19;3;61;U;844;844;8;0;258;452;2;4;527;0;0;S
4;2015;5;1;9;8;19;3;62;A;639;639;12;0;238;313;2;6;378;0;0;S
4;2015;5;1;9;8;19;3;62;B;584;584;6;0;235;314;2;1;372;0;0;S
4;2015;5;1;9;8;19;3;63;U;868;868;15;0;303;397;7;2;495;0;0;S
4;2015;5;1;9;8;19;3;64;U;1070;1070;6;0;340;464;3;2;610;0;0;S
4;2015;5;1;9;8;19;3;65;U;1060;1060;2;0;347;493;9;3;634;0;0;S
4;2015;5;1;9;8;19;3;66;A;868;868;6;0;303;410;3;1;538;0;0;S
4;2015;5;1;9;8;19;3;66;B;844;844;10;0;256;357;9;2;482;0;0;S
4;2015;5;1;9;8;19;3;67;A;679;679;5;0;233;312;3;0;399;0;0;S
4;2015;5;1;9;8;19;3;67;B;590;590;3;0;212;282;2;2;374;0;0;S
4;2015;5;1;9;8;19;3;68;U;909;909;6;0;303;408;4;3;504;0;0;S
4;2015;5;1;9;8;19;3;69;U;927;927;3;0;293;431;4;5;585;0;0;S
4;2015;5;1;9;8;19;3;70;U;968;968;7;0;335;470;4;2;619;0;0;S
4;2015;5;1;9;8;19;3;71;U;914;914;10;0;298;428;6;1;532;0;0;S
4;2015;5;1;9;8;19;3;72;U;1015;1015;10;0;352;467;4;4;602;0;0;S
4;2015;5;1;9;8;19;3;73;U;1185;1185;9;0;387;558;3;3;751;0;0;S
4;2015;5;1;9;8;19;3;74;A;669;669;9;0;208;313;3;4;386;0;0;S
4;2015;5;1;9;8;19;3;74;B;650;650;8;0;206;298;4;3;379;0;0;S
4;2015;5;1;9;8;19;3;75;A;633;633;8;0;209;285;1;1;365;0;0;S
4;2015;5;1;9;8;19;3;75;B;584;584;5;0;183;260;2;2;321;0;0;S
4;2015;5;1;9;8;19;3;76;U;778;778;4;0;270;347;5;5;423;0;0;S
4;2015;5;1;9;8;19;3;77;U;1012;1012;11;0;343;466;1;5;595;0;0;S
4;2015;5;1;9;8;19;3;78;U;1192;1192;13;0;352;511;6;3;680;0;0;S
4;2015;5;1;9;8;19;3;79;A;664;664;4;0;212;294;3;1;361;0;0;S
4;2015;5;1;9;8;19;3;79;B;556;556;7;0;167;248;3;0;305;0;0;S
4;2015;5;1;9;8;19;3;80;U;1138;1138;7;0;355;472;5;0;645;0;0;S
4;2015;5;1;9;8;19;3;81;A;727;727;5;0;209;287;1;0;402;0;0;S
4;2015;5;1;9;8;19;3;81;B;676;676;8;0;222;289;1;2;383;0;0;S
4;2015;5;1;9;8;19;3;82;A;731;731;7;0;232;318;5;1;415;0;0;S
4;2015;5;1;9;8;19;3;82;B;640;640;7;0;194;277;1;0;388;0;0;S
4;2015;5;1;9;8;19;3;83;U;1136;1136;12;0;352;497;7;4;677;0;0;S
4;2015;5;1;9;8;19;3;84;U;1105;1105;11;0;348;487;6;0;697;0;0;S
4;2015;5;1;9;8;19;3;85;U;913;913;17;0;266;399;6;5;511;0;0;S
4;2015;5;1;9;8;19;3;86;U;1056;1056;9;0;395;531;10;2;712;0;0;S
4;2015;5;1;9;8;19;3;87;U;1118;1118;13;0;414;560;10;5;725;0;0;S
4;2015;5;1;9;8;19;3;88;U;1104;1104;19;0;417;565;13;2;730;0;0;S
4;2015;5;1;9;8;19;3;89;U;990;990;11;0;367;507;5;2;688;0;0;S
4;2015;5;1;9;8;19;3;90;U;840;840;10;0;295;424;10;3;555;0;0;S
4;2015;5;1;9;8;19;3;91;U;1042;1042;15;0;340;514;7;1;641;0;0;S
4;2015;5;1;9;8;19;3;92;U;928;928;28;0;306;423;7;2;554;0;0;S
4;2015;5;1;9;8;19;3;93;A;648;648;6;0;221;318;3;6;422;0;0;S
4;2015;5;1;9;8;19;3;93;B;572;572;2;0;223;303;9;3;368;0;0;S
4;2015;5;1;9;8;19;3;94;U;939;939;12;0;315;439;5;3;577;0;0;S
4;2015;5;1;9;8;19;3;95;U;1189;1189;18;0;460;624;6;5;752;0;0;S
4;2015;5;1;9;8;19;3;96;U;1018;1018;20;0;318;470;5;2;587;0;0;S
4;2015;5;1;9;8;19;3;97;U;964;964;19;0;284;393;4;3;498;0;0;S
4;2015;5;1;9;8;19;3;98;U;914;914;18;0;286;400;5;3;507;0;0;S
4;2015;5;1;9;8;19;3;99;U;744;744;9;0;267;371;1;1;445;0;0;S
4;2015;5;1;9;8;19;3;100;U;886;886;15;0;330;467;5;1;575;0;0;S
4;2015;5;1;9;8;19;3;101;U;1232;1232;23;0;351;510;5;5;624;0;0;S
4;2015;5;1;9;8;19;3;102;U;945;945;15;0;348;474;2;1;627;0;0;S
4;2015;5;1;9;8;19;3;103;U;971;971;5;0;369;512;9;3;639;0;0;S
4;2015;5;1;9;8;19;3;104;U;953;953;25;0;324;438;4;3;565;0;0;S
4;2015;5;1;9;8;19;3;105;U;817;817;10;0;251;365;5;3;482;0;0;S
4;2015;5;1;9;8;19;3;106;U;909;909;21;0;274;386;6;3;522;0;0;S
4;2015;5;1;9;8;19;3;107;U;1152;1152;15;0;414;574;3;4;749;0;0;S
4;2015;5;1;9;8;19;3;108;U;1087;1087;20;0;341;524;7;3;655;0;0;S
4;2015;5;1;9;8;19;6;13;B;612;613;12;0;181;253;1;0;368;0;0;S
4;2015;5;1;9;8;19;6;14;U;1077;1077;20;0;366;518;2;0;633;0;0;S
4;2015;5;1;9;8;19;6;15;U;1004;1007;17;0;268;378;3;2;534;0;0;S
4;2015;5;1;9;8;19;6;16;U;1134;1134;26;0;347;461;7;1;631;0;0;S
4;2015;5;1;9;8;19;6;17;U;963;963;19;0;308;447;6;3;558;0;0;S
4;2015;5;1;9;8;19;6;18;U;951;951;35;0;303;433;5;2;550;0;0;S
4;2015;5;1;9;8;19;6;19;U;1128;1128;28;0;383;545;6;4;694;0;0;S
4;2015;5;1;9;8;19;6;20;U;849;849;18;0;275;411;3;5;531;0;0;S
4;2015;5;1;9;8;19;6;21;U;1005;1005;26;0;347;497;2;3;655;0;0;S
4;2015;5;1;9;8;19;6;22;U;973;973;26;0;309;402;7;11;534;0;0;S
4;2015;5;1;9;8;19;6;23;U;1092;1092;5;0;386;546;6;6;744;0;0;S
4;2015;5;1;9;8;19;6;24;A;630;630;11;0;229;305;4;1;398;0;0;S
4;2015;5;1;9;8;19;6;24;B;605;605;10;0;224;322;0;0;384;0;0;S
4;2015;5;1;9;8;19;6;25;U;1107;1107;16;0;360;539;2;1;699;0;0;S
4;2015;5;1;9;8;19;6;26;U;809;809;14;0;294;387;7;6;477;0;0;S
4;2015;5;1;9;8;19;6;27;U;935;935;19;0;334;460;3;0;599;0;0;S
4;2015;5;1;9;8;19;6;28;U;984;984;25;0;356;502;4;2;623;0;0;S
4;2015;5;1;9;8;19;6;29;U;993;993;28;0;348;496;2;12;629;0;0;S
4;2015;5;1;9;8;19;6;30;U;1004;1004;35;0;349;495;7;2;622;0;0;S
4;2015;5;1;9;8;19;6;31;U;853;853;26;0;341;463;2;2;570;0;0;S
4;2015;5;1;9;8;19;6;32;U;876;876;15;0;388;432;3;1;563;0;0;S
4;2015;5;1;9;8;19;6;33;U;1018;1018;29;0;357;504;13;5;662;0;0;S
4;2015;5;1;9;8;19;6;34;U;955;955;31;0;354;481;3;3;606;0;0;S
4;2015;5;1;9;8;19;6;35;U;803;803;23;0;318;422;2;2;541;0;0;S
4;2015;5;1;9;8;19;6;36;U;1072;1072;20;0;383;538;8;4;682;0;0;S
4;2015;5;1;9;8;19;6;37;U;778;778;31;0;265;367;5;4;484;0;0;S
4;2015;5;1;9;8;19;6;38;U;1060;1060;22;0;351;523;6;4;678;0;0;S
4;2015;5;1;9;8;19;6;39;U;1127;1127;42;0;327;525;5;1;691;0;0;S
4;2015;5;1;9;8;19;6;40;U;1208;1208;29;0;364;549;6;4;764;0;0;S
4;2015;5;1;9;8;19;6;41;A;618;618;32;0;219;308;4;0;416;0;0;S
4;2015;5;1;9;8;19;6;41;B;597;597;18;0;212;308;4;1;400;0;0;S
4;2015;5;1;9;8;19;6;42;U;1161;1161;50;0;403;584;8;4;749;0;0;S
4;2015;5;1;9;8;19;6;43;U;863;863;23;0;300;430;1;2;538;0;0;S
4;2015;5;1;9;8;19;6;44;U;1067;1067;30;0;355;512;8;2;697;0;0;S
4;2015;5;1;9;8;19;6;45;U;901;901;40;0;263;391;4;3;524;0;0;S
4;2015;5;1;9;8;19;6;46;U;746;746;32;0;238;310;6;1;422;0;0;S
4;2015;5;1;9;8;19;6;47;U;1078;1078;55;0;282;404;5;0;529;0;0;S
4;2015;5;1;9;8;19;6;48;U;944;944;33;0;292;444;3;2;570;0;0;S
4;2015;5;1;9;8;19;6;49;U;790;790;34;0;296;405;4;1;505;0;0;S
4;2015;5;1;9;8;19;6;50;U;850;850;37;0;289;404;3;1;500;0;0;S
4;2015;5;1;9;8;19;6;51;U;878;878;36;0;326;465;5;1;589;0;0;S
4;2015;5;1;9;8;19;6;52;U;1132;1132;55;0;440;634;3;3;739;0;0;S
4;2015;5;1;9;8;19;6;53;U;1077;1077;41;0;365;493;2;5;641;0;0;S
4;2015;5;1;9;8;19;6;54;U;1137;1137;40;0;353;564;4;4;725;0;0;S
4;2015;5;1;9;8;19;6;55;U;1080;1080;33;0;356;526;3;3;653;0;0;S
4;2015;5;1;9;8;19;6;56;U;1068;1068;41;0;396;661;7;1;662;0;0;S
4;2015;5;1;9;8;19;6;57;U;1090;1090;39;0;353;514;6;2;630;0;0;S
4;2015;5;1;9;8;19;6;58;U;1212;1212;42;0;418;594;5;4;746;0;0;S
4;2015;5;1;9;8;19;6;59;U;1147;1147;30;0;365;550;4;1;723;0;0;S
4;2015;5;1;9;8;19;6;60;A;656;656;23;0;213;308;4;1;400;0;0;S
4;2015;5;1;9;8;19;6;60;B;648;648;24;0;209;302;7;1;398;0;0;S
4;2015;5;1;9;8;19;6;61;U;1014;1014;30;0;369;487;5;2;642;0;0;S
4;2015;5;1;9;8;19;6;62;U;977;977;32;0;363;508;4;5;651;0;0;S
4;2015;5;1;9;8;19;6;63;U;1074;1074;30;0;373;525;3;4;681;0;0;S
4;2015;5;1;9;8;19;6;64;A;764;764;27;0;305;395;3;1;528;0;0;S
4;2015;5;1;9;8;19;6;64;B;673;673;7;0;250;340;3;0;448;0;0;S
4;2015;5;1;9;8;19;6;65;U;883;883;23;0;349;492;7;3;606;0;0;S
4;2015;5;1;9;8;19;6;66;U;751;751;15;0;262;372;6;1;480;0;0;S
4;2015;5;1;9;8;19;6;67;A;676;676;15;0;231;329;1;3;420;0;0;S
4;2015;5;1;9;8;101;2;28;A;588;588;5;0;143;183;6;1;231;0;0;S
